descricao_imovel,aluguel,condominio,total_mensal,iptu,metragem,endereco,bairro,cidade,zona,quartos,banheiros,garagem
"Apartamento com excelente localização, próximo aos Correios, Escola Elmano Lauffer Leal. Com fácil acesso para a Avenida Baltazar De Oliveira Garcia. São 72m² distribuídos em 02 Do...",850,290,1140,35,72,Rua Tenente Ary Tarrago, Jardim Planalto ,Porto Alegre,Zona Norte,2,1,0
"Imobiliária Adacon aluga em Porto Alegre;  Apartamento 2 dormitórios no bairro Santana, mobiliado, fundos, living dois ambientes, churrasqueira cozinha com fogão. geladeira e micro...",2000,245,2245,48,67,Não Informado, Santana ,Porto Alegre,Centro,2,1,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, com fácil acesso ao Barra Shopping Sul, Big, Cavalhada...",900,642,1542,70,62,Rua Jataí, Cristal ,Porto Alegre,Zona Sul,2,1,0
"Cobertura espaçosa para alugar, com 3 quartos, sendo 1 suíte, e 3 banheiros no total. Este imóvel é bem equipado, bom para quem procura conforto, comodidade e ótima localização.  O...",4890,0,4890,1,300,Não Informado, São João ,Porto Alegre,Zona Norte,3,3,2
"O apartamento no bairro Vila Ipiranga com 75 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui academia, espaço gourmet, área verde de jardim, área de recreação inf...",2500,500,3000,950,75,Avenida Benno Mentz, Vila Ipiranga ,Porto Alegre,Zona Norte,3,2,1
"Lindo apartamento de 03 dormitórios na Av. Diário de Notícias, sendo 01 suíte, living 02 ambientes, piso laminado, sacada com churrasqueira, cozinha com armários, área de serviço,...",2800,1022,3822,0,86,Avenida Diário de Notícias, Cristal ,Porto Alegre,Zona Sul,3,2,2
"Excelente Apartamento impecável 02 dormitórios, sendo um suíte, cozinha americana completa e com churrasqueira. Dormitório da suíte climatizado e com armários.   Edifício com zelad...",2500,793,3293,190,55,Não Informado, Petrópolis ,Porto Alegre,Centro,2,2,2
"Excelente apartamento com 2 dormitórios, ambos com splits, cozinha americana, área de serviço e banheiro social. Possui 60 metros privativos, é silencioso e arejado. Localizado num...",1300,280,1580,50,60,Rua Doutor Barcelos, Tristeza ,Porto Alegre,Zona Sul,2,1,0
"Apartamento para Aluguel - Santana, 3 Quartos, 84 m2. Sobre o imóvel: Ótimo apartamento para alugarno bairro Santana - Porto Alegre. O imóvel possui 03 quartos sendo 01 com Suíte c...",2900,700,3600,255,84,Rua Monsenhor Veras, Santana ,Porto Alegre,Centro,3,2,2
"Ótimo apartamento localizado no centro de Porto Alegre.  Apartamento de 2 dormitórios, com 76m², andar alto e com uma bela vista. Não possui vaga de garagem. Localizado na mesma qu...",2300,250,2550,0,76,Rua Riachuelo, Centro ,Porto Alegre,Centro,2,1,0
"O apartamento possui 3 (três) dormitórios (1 suíte), 63m² privativos, banheiro social, cozinha mobiliada, área de serviço com aquecedor de passagem e sala de estar com vista para o...",1490,560,2050,0,63,Rua Luiz Fontoura Júnior, Jardim Itú Sabará ,Porto Alegre,Zona Norte,3,2,1
****CARÊNCIA DE 4 MESES NO VALOR DO ALUGUEL****Locação Reversível - Agora é possível tornar-se dono do imóvel utilizando as parcelas do aluguel como entrada na compra de apartament...,3105,0,3105,0,67,Rua Jerônymo Zelmanovitz, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Apartamento com 60,00m² de área privativa distribuído em: 02 dormitórios ensolarados, living 02 ambientes, cozinha americana com pia, área de serviço integrada com ventilação diret...",1100,285,1385,95,60,Avenida Juca Batista, Cavalhada ,Porto Alegre,Zona Sul,2,1,1
"Apartamento com 67,43m², no bairro Jardim Lindóia. Apartamento com 2 dormitórios, sendo 1 suíte, banheiro social, cozinha com churrasqueira e área de serviços. 1 Vaga de garagem....",3429,286,3715,108,67,Não Informado, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Excelente apartamento de 3 dormitórios, sendo um suíte para locação.  Caraterísticas:  - Cozinha americana. - Dois ambientes com sacada. - Móveis planejados. - Ambientes com ótima...",1800,490,2290,45,68,Não Informado, Tristeza ,Porto Alegre,Zona Sul,3,2,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com ótima localização, próximo ao Hospital Ernesto Dornelles, Shopping Praia de B...",1200,443,1643,69,55,Rua Dezessete de Junho, Menino Deus ,Porto Alegre,Centro,2,1,0
"Apartamento para Aluguel - Rio Branco, 2 Quartos, 73 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1950 - Condomínio: R$ 170 - IPTU: R$ 92  Que tal agendar uma visita? Entre em cont...",1950,170,2120,92,73,Rua Mariante, Rio Branco ,Porto Alegre,Centro,2,1,0
"Apartamento de 2 (dois) dormitórios, living, Sacada com churrasqueira, 01 (um) banheiro, Cozinha americana. Apartamento possui espera para instalação de aquecedor de água para cozi...",1100,322,1422,10,46,Avenida Baltazar de Oliveira Garcia, Costa E Silva ,Porto Alegre,Zona Norte,2,1,1
"Leindecker Imóveis aluga apartamento mobiliado com 56m², localizado no bairro Alto Petrópolis, fundos. Imóvel com 2 dormitórios, cômodos com ventilador de teto, living 2 ambientes,...",1964,190,2154,0,56,Rua Hugo Livi, Jardim Ypu ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para Aluguel - Auxiliadora, 2 Quartos, 110 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 4500 - Condomínio: R$ 580 - IPTU: R$ 142  Que tal agendar uma visita? Entre em c...",4500,580,5080,142,110,Rua Corcovado, Auxiliadora ,Porto Alegre,Zona Norte,2,2,1
"Dois quartos com cama box de casal, sendo um dos quartos suíte, apartamento mobiliado completo, montei o apartamento pra mim e acabei sendo transferido pra SP. Tudo novo. Perto do...",3600,480,4080,134,68,Rua Guadalupe, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"A Leindecker imóveis aluga excelente apartamento com aproximadamente 53m² no bairro Jardim Itália! Imóvel de 2 dormitórios, living amplo, cozinha com ármarios fixos, fogão com depu...",1250,452,1702,0,52,Rua Carlos Reverbel, Jardim Carvalho ,Porto Alegre,Zona Leste,2,1,1
"Apartamento de 2 dormitório no bairro Independência. Imóvel com 72 m², localizado no 2º andar, latera frentel, posição solar leste, piso em cerâmica, living 2 ambientes com janela...",1260,154,1414,87,68,Não Informado, Independência ,Porto Alegre,Centro,2,2,0
"Apartamento de 2 dormitórios, sendo 1 suíte no bairro Santana.   Imóvel com 64m² de área privativa, no 5º andar, fundos e piso laminado.  O living possui 2 ambientes, cozinha ameri...",1800,710,2510,188,64,Rua Livramento, Santana ,Porto Alegre,Centro,2,2,1
"Apartamento para alugar no bairro Farroupilha em Porto Alegre. Living, 03 dormitórios, banheiros (2 sociais e 1 auxiliar), cozinha, área de serviço, dependência de empregada e páti...",2100,560,2660,86,87,Avenida José Bonifácio, Farroupilha ,Porto Alegre,Centro,3,1,0
"Apartamento com excelente localização, próximo ao Hipermercado Zaffari, Shopping Moinhos de Vento, Parcão, com fácil acesso para as Avenidas Cristóvão Colombo, Av. Goethe. São 75m²...",3800,306,4106,98,110,Rua Marquês do Pombal, Moinhos de Vento ,Porto Alegre,Centro,3,1,1
"Apartamento com excelente localização, próximo ao Shopping João Pessoa, Burger King, Hospital Ernesto Dornelles. Com fácil acesso para as Avenidas Ipiranga, João Pessoa. São 73m² d...",1200,378,1578,73,73,Avenida da Azenha, Azenha ,Porto Alegre,Centro,2,1,0
****CARÊNCIA DE 4 MESES NO VALOR DO ALUGUEL****Locação Reversível - Agora é possível tornar-se dono do imóvel utilizando as parcelas do aluguel como entrada na compra de apartament...,2527,0,2527,0,67,Rua Jerônymo Zelmanovitz, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo ao Zaffari, Moinhos Shopping, Hospital Moinhos...",1700,500,2200,65,74,Rua Visconde do Rio Branco, Floresta ,Porto Alegre,Centro,2,1,0
"Leindecker Imóveis Aluga apartamento com 69m², localizado no bairro Santa tereza, de fundos. Imóvel duplex, recentemente reformado, pintura nova, com 3 dormitórios sendo 1 suite, á...",1560,0,1560,0,69,Rua Oscar Tollens, Santa Tereza ,Porto Alegre,Zona Sul,3,2,0
"Apartamento com 02 dormitórios, sala, banheiro social, cozinha, área de serviço e banheiro auxiliar. Imóvel térreo e com pátio. Área útil aproximada: 75 m². Localização: Rua Jacint...",1290,100,1390,50,75,Rua Jacinto Gomes, Santana ,Porto Alegre,Centro,2,2,0
"2 DORMITORIOS, 3- PAVIMENTO, AREA DE SERVICO, BANHEIRO SOCIAL(1), CARPETE, COZINHA, DE FUNDOS, HALL DE ENTRADA, LIVING, PORTEIRO ELETRONICO, SACADA. INFRA-ESTRUTURA DO CONDOMINIO:...",1350,200,1550,38,56,Rua Honório Silveira Dias, São João ,Porto Alegre,Zona Norte,2,1,0
"Apartamento com excelente localização, próximo a PUCRS e UFRGS. Com fácil acesso para a Avenida Ipiranga. São 83m² distribuídos em 02 Dormitórios sendo 01 com ar condicionado, livi...",880,1176,2056,233,83,Avenida Érico Veríssimo, Menino Deus ,Porto Alegre,Centro,2,1,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] -Apartamento semimobiliado com excelente localização, com fácil acesso ao Boulevard, Cassol, Ha...",1650,443,2093,67,45,Avenida Sertório, Sarandi ,Porto Alegre,Zona Norte,2,1,1
****CARÊNCIA DE 4 MESES NO VALOR DO ALUGUEL****Locação Reversível - Agora é possível tornar-se dono do imóvel utilizando as parcelas do aluguel como entrada na compra de apartament...,2857,0,2857,0,67,Rua Jerônymo Zelmanovitz, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Apartamento semi mobiliado, 2 dormitórios, 1 banheiro, living amplo para 2 ambientes, cozinha com armários, lavanderia, área externa e 1 vaga de garagem.  Apartamento próximo Regim...",2000,248,2248,45,60,Não Informado, Coronel Aparício Borges ,Porto Alegre,Zona Sul,2,1,1
"Apartamento com área total de 68m² e área útil de 62,90m², 02 dormitórios , sala, cozinha e área de serviço conjugadas, banheiro, piso de parquet, 1° andar. Cond R$ 205,48 IPTU R$...",1300,205,1505,62,62,Não Informado, Higienópolis ,Porto Alegre,Centro,2,1,0
"Ótimo apto na Anita Garibaldi, 2 dormitórios, dependência de empregada com banheiro auxiliar, sacada com churrasqueira, hall de entrada com armário embutido, cozinha com armários,...",1600,1000,2600,237,100,Não Informado, Mont Serrat ,Porto Alegre,Centro,2,2,0
"Código Zimobi: 25691 Aluguel: R$ 1.500,00 / mês Condomínio: R$ 450,00 / mês IPTU: R$ 140,00 / mês Total: R$ 2.090,00 / mês  Apartamento em ótima localização situado de fundos no ed...",1500,450,1950,140,120,Avenida Protásio Alves, Bom Jesus ,Porto Alegre,Zona Leste,2,2,0
"Apartamento Semi-Mobiliado localizado no bairro Rubem Berta, com 200m². Imóvel com 03 dormitórios sendo 01 Suíte, sala, 02 sacada, varanda, cozinha, 02 banheiros, área de serviço e...",1250,0,1250,0,200,Avenida Bernardino Silveira de Amorim, Rubem Berta ,Porto Alegre,Zona Norte,3,2,0
"Apartamento 02 dormitórios com 60 m², living, cozinha, área de serviço, banheiro com box, piso de parquet, prédio com elevador, zelador, 4° andar, lateral, 100m de Dr Timoteo.",1300,299,1599,94,60,Não Informado, Floresta ,Porto Alegre,Centro,2,1,0
"Apartamento dois dormitórios  Ótimo apartamento térreo com pátio e churrasqueira.  Dois dormitórios, sala, cozinha, banheiro, área de serviço com lavabo, pátio amplo com churrasque...",1000,463,1463,45,70,Rua Coronel Massot, Cristal ,Porto Alegre,Zona Sul,2,2,1
"Apartamento aprox. 70 m, próximo a Protasio Alves, 2 dormitórios (1 suíte), cozinha com armário e churrasqueira, banheiros com armários e box. garagem para 1 carro. Prédio com salã...",2200,370,2570,66,70,Rua São Marcos, Bom Jesus ,Porto Alegre,Zona Leste,2,2,1
"Apartamento com 2 dormitórios no bairro Cristal!  Imóvel super bem localizado, em uma das melhores regiões da Zona Sul, com fácil acesso a todos os recursos. O apartamento fica sit...",2300,510,2810,680,63,Rua Doutor Campos Velho, Cristal ,Porto Alegre,Zona Sul,2,2,1
"GRANDE OPORTUNIDADE! Excelente apartamento totalmente mobiliado, com 02 dormitórios, sendo 01 suite, living em 02 ambientes, cozinha em conceito aberto, área de serviço, ar condici...",2950,630,3580,140,89,Não Informado, Mont Serrat ,Porto Alegre,Centro,2,1,1
"Amplo apartamento no 4º andar, de 02 dormitórios, com banheiro social com box de vidro e ventilação direta, cozinha com área serviço integrada. Localizado em zona tranquila da cida...",1100,226,1326,38,45,Rua José Iuchno, Hípica ,Porto Alegre,Zona Sul,2,1,0
"2 DORMITORIO(S), SALA, COZINHA, BANHEIRO SOCIAL, 1 AREA DE SERVICO, SACADA, CHURRASQUEIRA, 2 BOX, AGUA QUENTE, LAREIRA, 1 SUITE(S), VIDEO PORTEIRO",2700,700,3400,206,86,Não Informado, Santa Tereza ,Porto Alegre,Zona Sul,2,1,2
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento semi mobiliado com excelente localização, com fácil acesso ao Nacional, Panvel, P...",900,284,1184,36,39,Avenida Juscelino Kubitschek de Oliveira, Jardim Leopoldina ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para Aluguel - Rubem Berta, 2 Quartos, 62 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 750 - Condomínio: R$ 130 - IPTU: R$ 22  Que tal agendar uma visita? Entre em cont...",750,130,880,22,62,Rua A, Rubem Berta ,Porto Alegre,Zona Norte,2,1,0
"Carfati aluga apartamento com 2 quartos, 65m², semi mobiliado, com uma vaga de garagem. Condomínio bem equipado com portaria 24h, salão de festas infantil, salão de festas gourmet,...",2650,600,3250,100,65,Não Informado, Boa Vista ,Porto Alegre,Zona Norte,2,1,1
"A Leindecker imoveis anúncia aparatmento 3 dormitorios todo reformado, lvingi dois ambientes rebaixamento de gesso , cozinha americana , banheiro social, area de serviço, piso porc...",1270,133,1403,0,70,Avenida Bernardino Silveira de Amorim, Rubem Berta ,Porto Alegre,Zona Norte,3,1,1
"Apartamento semi mobiliado de 3 dormitórios, sendo 1 suíte com hidro, no bairro Passo d'Areia. Imóvel com 106m² de área útil, frente, piso porcelanato.  Composto por living 3 ambie...",3500,1000,4500,1369,106,Rua Líbero Badaró, Passo dAreia ,Porto Alegre,Zona Norte,3,3,2
"No Bairro Santa Maria Goretti próximo ao Passo D´areia e das Avenidas Assis Brasil e Sertório apto de 2 dormitórios 2 banheiros sendo uma suit, sala e cozinha com churrasqueira, ex...",1500,240,1740,100,60,Não Informado, Santa Maria Goretti ,Porto Alegre,Zona Norte,2,2,0
Belo apt mobiliado completo com utensilios de cozinha inclusive 3 dorm transformado em 2  com sacada terceiro andar cozinha americana 2 banheiros completos com box possui redes de...,1700,450,2150,50,63,Avenida Assis Brasil, São Sebastião ,Porto Alegre,Zona Norte,2,2,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento semi mobiliado com excelente localização, com fácil acesso ao Bourbon Shopping, A...",1700,191,1891,59,79,Avenida Benjamin Constant, São João ,Porto Alegre,Zona Norte,2,1,0
"Leindecker Imóveis aluga apartamento com 50 m² de área privativa, frente. Imóvel tem sacada separada do living, 1 banheiro com box de vidro, dormitórios com piso cerâmico, área de...",900,420,1320,0,50,Rua Professora Ziláh Totta, Protásio Alves ,Porto Alegre,Zona Leste,2,1,1
"CIM aluga apartamento de 3 dormitórios(1 suite), living 2 ambientes com sacada, cozinha amerciana, 1 vaga de garagem. Edificio com portaria 24horas, piscina, salão de festas, play...",1750,550,2300,95,65,Não Informado, Alto Petrópolis ,Porto Alegre,Zona Norte,3,1,1
"Excelente apartamento de frente, novo, living amplo para 2 ambientes, cozinha com balcão e área de serviço conjugada com junker, dois dormitórios, sendo um suíte, banheiro social e...",2000,200,2200,0,80,Avenida Belém, Teresópolis ,Porto Alegre,Zona Sul,2,1,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo ao Aeroporto Salgado Filho, Boulevard Laçador,...",1400,436,1836,177,65,Rua Irmão Félix Roberto, Humaitá ,Porto Alegre,Zona Norte,3,1,1
"Leindecker Imóveis aluga apartamento com 50m², localizado no bairro Aparicio Borges, fundos. Imóvel com 2 dormitórios, living 2 ambientes com churrasqueira, banheiro social e piso...",980,80,1060,0,50,Rua Dona Veva, Coronel Aparício Borges ,Porto Alegre,Zona Sul,2,1,0
"O apartamento está localizado no bairro Cidade Baixa possui 67 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui área de fitness, área verde de jardim, salão para fe...",2200,855,3055,149,67,Rua José do Patrocínio, Cidade Baixa ,Porto Alegre,Centro,2,1,2
"Apartamento mobiliado para locação no bairro Glória, com aproximadamente 51m² de área privativa, piso cerâmico, 02 dormitórios sendo 01 suíte, living 02 ambientes com sofá, split e...",1550,470,2020,79,51,Rua Dom Vital, Glória ,Porto Alegre,Zona Sul,2,2,1
"🏢 Apartamento localizado no bairro Vila Ipiranga para LOCAÇÃO!   ⚠️TODO MOBILIADO⚠️ Apartamento térreo mobiliado, próximo ao Hospital Conceição. 2 dormitórios, com opção de vaga d...",1670,300,1970,0,79,Rua Sapê, Vila Ipiranga ,Porto Alegre,Zona Norte,2,1,0
"Amplo apartamento com 109,25 m², possui 03 dormitórios, living com 02 ambientes, sala de jantar, cozinha, área de serviço, cozinha com móveis sob medida. Iluminação natural, possui...",1800,200,2000,80,109,Não Informado, Navegantes ,Porto Alegre,Zona Norte,3,1,0
"Apartamento 02 dormitórios com 01 vaga no bairro Farroupilha, Porto Alegre. Apartamento NOVO no bairro Farroupilha em Porto Alegre. Andar alto com vista privilegiada. Com área priv...",2500,370,2870,100,61,Avenida João Pessoa, Farroupilha ,Porto Alegre,Centro,2,2,1
"Apartamento para alugar no bairro Rio Branco em Porto Alegre. Living, 02 dormitórios, cozinha, área de serviço com tanque, banheiro social com box. Situado no 1º andar, área aproxi...",1350,150,1500,120,60,Rua Miguel Tostes, Rio Branco ,Porto Alegre,Centro,2,1,0
O apartamento no bairro Bela Vista possui 94 metros quadrados com 3 quartos sendo 1 suíte e 2 banheiros.,2500,785,3285,1250,94,Avenida Coronel Lucas de Oliveira, Bela Vista ,Porto Alegre,Centro,3,2,1
